430,syr_422,syr_434,syr_611,syr_612
ܕܣܢܚܪܝܒ܂ܘܟܕ,ܕܣܢܚܪܝܒ܂ܘܟܕ,,ܣܪܚܕܘܡ,ܣܪܚ܏ܕ܆ܣܪܚܕܘܡ܆
ܫܡܥܗܠܝܢܣܓܝܟܪܝܬܠܡܠܟܐܘܐܡ̣ܪܗܟܢܐܫܝܛܐܐܝܬܝܒܥܝܢܝ̈,ܕܝܢܫܡܥܦܪܥܘܢܗܠܝܢܐܬ݁ܬܘܝܘܐܡܪܗܟܝܠ,,ܡܠܟܐܕܐܬܘܪ,ܡܠܟܐܕܐܬܘܪ
,,,ܘܢܝ̈ܢܘܐ܂,ܘܢܝܢܘܐ܂
,,,ܘܟܕܫܡܥܦܪܥܘܢܪܓܙܥܠܝܘܐܡܪ܂,ܘܟܕܫܡܥܦܪܥܘܢܪܓܙܥܠܝܘܐܡܪ܂
,,,ܕܗܟ̣ܢ,ܕܗܟܢ
,ܒܨܝܪܐ̄ܢܐܠܘܬ,,ܒܨܝܪܐ̄ܢܐܠܘܬ,ܒܨܝܪܐ̄ܢܐܠܘܬ
ܡܪܟ,ܡܪܟ,,ܡܪܟ,ܡܪܟ
ܕܢܫܕܪܠܝܫܘܫܡܢܐ܂ܕܢܦܢܐܠܝܦܬܓܡܐܕܫ̈ܘܐܠܝ܂,,,ܕܫܘܫܡܢܐ,ܕܫܘܫܡܢܐ
,ܫܕܪ,,ܢܫܕܪ,ܫܕܪ
,ܠܝ,,ܠܝ,ܠܝ
,ܫܘܫܡܢܐ,,,
,ܕܢܓܝܒܢܝ܂,,ܕܢܓܝܒܢܝ܂,ܕܢܓܝܒܢܝ܂
ܘܐܡܪ,ܘܐܡܪ,,ܗܫܐܙܠܐܘܐܒܝܩܡ,ܗܫܐܙܠܐܘܐܒܝܩܡ
ܙܠܝܘܡܢܐܘ̇ܐܒܝܩܐܡܠܕܘܟܬܟܘܒܨܦܪܐܬܐܬܐܠܘܬܝ܂ܒܬܪܕܢܦܩܬܡܢܩܕܡܘܗܝ܂ܠܚܐܪ̈ܘܗܝܦܩܕܕܠܨܦܪܐܢܠܒܫܘܢܟܠܗܘܢܬܟܣܝܬܐܣܘܡܩܬܐܘܢܐܬܘܢܠܘܬܗ܂ܘܟܕܕܢܚ,ܠܝܙܠܐܒܝܩܡܠܬܘܢܟ,,ܠܬܘܢܟ܂,ܠܬܘܢܟ܇
,ܘܡܚܪ,,ܘܡܚܪ,ܘܡܚܪ
,ܬܐܠܘܬܝܘܐܙܠܬ,,ܗܦܘܟܠܘܬܝ܂,ܗܦܘܟܠܘܬܝ܂
,,,ܘܐܙܠܬ܂,ܘܐܙܠ̄ܬ
,ܘܦܩܕ,,ܘܦܩܕ,ܘܦܩܕ
,ܓܝܪܦܪܥܘܢܠܟܠܗܘܢܪ̈ܘܪܒܢܘܗܝܕܟܠܟܘܢܡܚܪܠܒܫܘ,,ܦܪܥܘܢ,ܦܪܥܘܢ
,,,ܠܪ̈ܘܪܒܢܘܗܝ,ܠܪܘܪ̈ܒܢܘܗܝ
,,,ܕܢܠܒܫܘܢܡܚܪ,ܕܢܠܒܫܘܢܡܚܪ
,ܠܒܘܫܐܕܒܘܨܐ,,ܠܒܘܫܐܕܒܘܨܐ,ܠܒܘܫܐܕܒܘܨܐ
,ܣܘܡܩܐ,,ܣܘܡܩܐ,
,ܘܬܘܠܘܬܝܘܟܕܗܘ̤ܐܕܝܢ,,ܘܢܐܬܘܢܠܘܬܗ܂ܘܐܦܡܠܟܐܠܒܫܐܪܓܘܢܐܣܘܡܩܐܘܝܬܒܥܠܟܘܪܣܝܗ܂,ܘܢܐܬܘܢܠܘܬܗ܂ܘܐܦܡܠܟܐܠܒܫܐܪܓܘܢܐܣܘܡܩܐܘܝܬܒܥܠܟܘܪܣܝܗ܂
ܨܦܪܐܠܒܫܡܠܟܐ,ܨܦܪܐܠܒܫܡܠܟܐ,,,
ܐܦܗܘ̤,ܡܐܢܝ̈,,,
ܐܪܓܘܢܐܘܝܬܒܥܠ,ܐܪܓܘܢܐܘܝܬܒܥܠ,,,
ܒܝܡܕܝܠܗ܂ܘܟܠܚܐܪ̈ܘܗܝܚܕܪ̈ܘܗܝܟܠܗܘܢ܂ܘܦܩܕܘܐܥܠܘܢܝܩܕܡܘܗܝܘܐܡܪܠܝܐܘܐܒܝܩܐܡܠܡ̇ܢܕܡܐܐ̄ܢܐܘܚܐܪ̈ܝܠܡܢ,ܟܘܪܣܝܗ,,,
,ܘܟܠܗܘܢ,,ܘܟܠܗܘܢ,ܘܟܠܗܘܢ
,ܣܘܢܩܠܝܛܘ̈ܗܝܩܡܘܩܕܡ܏ܘܩܕܡܘܗܝܘܚܕܪ̈ܘܗܝܘܦܩܕܗܟܝܠܘܐܥܘ̄ܠܘܢܝܠܘܬܗܘܐܡܪܐܘܐܒܝܩܡܠܡ̇ܢܐ̄ܢܐܐܢܐ܂,,ܥܒܕܘ̈ܗܝ,ܥܒܕܘ̈ܗܝ
,,,ܘܪܘܪ̈ܒ̣ܢܘܗܝ,ܘܪܘܪ̱̈ܒ̣ܢܘܗܝ
,,,ܚܕܪ̈ܘܗܝ܂ܟܢܦܩܕܘܐܥܠܘܢܝܠܘܬܗܘܐܡܪܠܝܐܘܐܒܝܩܡ܂,ܚܕܪ̈ܘܗܝ܂ܟܢܦܩܕܘܐܥܠܘܢܝܠܘܬܗܘܐܡܪܠܝܐܘܐܒܝܩܡ܂
,,,܀ܫܘ̈ܐܠܐ܀,
,,,ܠܡܢܕܡܐܐ̄ܢܐ,ܠܡܢܕܡܐܐ̄ܢܐ
,ܘܚܝ̈ܠܘܬܝܠܡܢܘ,,ܘܚܝ̈ܠܘܬܝܠܡܢܘ,ܘܚܝ̈ܠܘܬܝܠܡܢܘ
ܕܡܝܢ܂,ܕܡܝܢ܂,,ܕܡܝܢ܂,ܕܡܝܢ܂
ܐܡܪܬܠܗܐܘ,ܐܡܪܬ݂ܠܗܕܝܢ,,,܀ܫܘܐܠ̈ܐ܀܀ܐ܀
ܡܪܝ,ܡܪܝ,,ܐܡܪܬܠܗܕܝܢܡܪܝ܂,ܐܡܪܬܠܗܕܝܢܡܪܝ܂
ܕܡܐܐܢ̄ܬܠܒܝܠ,ܕܡܐܐܢ̄ܬܠܒܝܠ,,ܕܡܐܐܢ̄ܬܠܒܝܠ,ܕܡܐܐܢ̄ܬܠܒܝܠ
ܨܠܡܐ܂,ܨܠܡܐܘܪܘܪ̈ܒܢܝܟܠܡܫܡܫܢܘܗ̈ܝ܂ܘܟܢ,,ܨܠܡܐ܂,ܨܠܡܐ܂
ܘܚܐܪ̈ܝܟ,,,ܘܥܒܕ̈ܝܟ,ܘܥܒܕ̈ܝܟ
ܠܡܫܡܫܢܘ̈ܗܝ܂,,,ܠܡܫܡܫܢ̈ܘܗܝ܂,ܠܡܫܡܫܢܘ̈ܗܝ܂
ܗܝܕܝܢ,,,ܗܝܕܝܢ,ܗܝܕܝܢ
ܐܡܪܠܝܙܠ,ܐܡܪܠܝܙܠ,,ܐܡܪܠܝܙܠ,ܐܡܪܠܝܙܠ
ܐܘ̇ܐܒܝܩܐܡܠܕܘܟܬܟ܂ܘܒܨܦܪܐܬܐܬܐܠܘܬܝ܂ܒܬܪܕܢܦܩܬܦܩܕܠܪܘܪ̈ܒܢܘܗܝܕܢܠܒܫܘܢܟ̇ܠܗܘܢܚܘܪ̈ܐ,ܐܘܐܒܝܩܡܠܬܘܢܟ,,ܐܘܐܒܝܩܡ܂,ܐܘܐܒܝܩܡ܂
,,,ܗܫܐ,ܗܫܐ܂
,ܘܡܚܪ,,ܘܡܚܪ,ܘܡܚܪ
,ܬܐܠܘܬܝ܂ܘܦܩܕܓܝܪܡܠܟܐܠܣܘܢܩܠܝܛܘ̈ܗܝܕܟܠܟܘܢܡܚܪܠܒܫܘܠܒܘܫ̈ܐܚܘܪܐ,,ܬܐ܂܀ܒ܀ܘܦܩܕܡܠܟܐ,ܬܐ܂܀ܒ܀ܘܦܩܕܡܠܟܐ
ܕܢܗܘܘܢܡ̣ܢ,ܕܢܗܘܘܢܡ̣ܢ,,ܠܪ̈ܘܪܒܢܘܗܝ,ܠܪܘܪ̈ܒܢܘܗܝ
ܬܟܠܬܐ܆ܘܢܐܬܘܢܠܘܬܗ܂ܘܐܦܡܠܟܐܐܬܟܣܝ,ܟܬܢܐܘܬܘܠܘܬܝ܂ܘܡܠܟܐܬܘܒܠܒܫܠܒܘ̈ܫܐ,,ܕܢܠܒܫܘܢ,ܕܢܠܒܫܘܢ
,,,ܠܒܘܫ̈ܐ,ܠܒܘܫܐ
ܚܘܪ̈ܐܡ̣ܢ,ܚܘܪ̈ܐܡ̣ܢ,,ܚܘܪ̈ܐܡ̣ܢ,ܚܘܪ̈ܐܡ̣ܢ
ܬܟܠܬܐ,ܬܟܠ̱ܬܐ܂ܘܝܬܒܥܠܟܘܕܣܝܗܘܪ̈ܘܕܒܢܘܗܝ,,ܬܟܠܬܐ,ܬܟܠܬܐ
ܘܝܬܒܥܠܒܝܡܕܝܠܗܘܪܘܪ̈ܒܢܘ̈ܗܝܟܕ,,,ܘܢܬܛܝܒܘܢܠܘܬܗ܂ܘܐܦܡܠܟܐܠܒܫܘܝܬܒܥܠ,ܘܢܬܛܝܒܘܢܠܘܬܗ܂ܘܐܦܡܠܟܐܠܒܫܘܝܬܒܥܠ
,,,ܟܘܪܣܝܗ܁ܘܪ̈ܘܪܒܢ܏ܘ܆ܘܪ̈ܘܪܒܢܘܗܝ܆,ܟܘܪܣܝܗܘܪܘܪ̈ܒܢܘܗܝ
ܩܝܡܝܢ,ܩܝܡܝܢ,,ܩܝܡܝܢ,ܩܝܡܝܢ
ܩܕܡܘܗܝ܂ܘܦܩܕ,ܩܕܡܘܗܝ܂ܘܦܩܕ,,ܩܕܡ܏ܘ܆ܩܕܡܘܗܝ܆,
ܘܐܥܠܘܢܝ,ܕܝܢܡܠܟܐܘܐܬܬܛܝܒܬܩܕܡܘܗܝ܂ܘܐܡܪܠܝܓܝܪܐܘ̇,,,
ܩܕܡܘܗܝ,,,,ܩܕܡܘܗܝ
ܘܐܡ̣ܪܠܝܐܘܐܒܝܩܐܡܠܡܢ,,,ܘܦܩܕܘܐܬܛܝܒܬܠܘܬܗ܂,ܘܦܩܕܘܐܬܛܝܒܬܠܘܬܗ܂
,,,ܘܐܡ̣ܪ,ܘܐܡܪ
,,,ܠܝܐܘܐܒܝܩܡ,ܠܝܐܘܐܒܝܩܡ
,,,ܠܡ̇ܢ,ܠܡܢ
,,,ܕܡܐܐ̄ܢܐܘܪܘܪ̈ܒܢܝܠܡܢܘܕܡܝܢ܂ܐܡ̇ܪܬܠܗܕܝܢ܂ܐܢ̄ܬܠܫܡܫܐ,ܕܡܐܐ̄ܢܐܘܪܘܪ̈ܒܢܝܠܡܢܘܕܡܝܢ܂ܐܡ̇ܪܬܠܗܕܝܢ܂ܐܢ̄ܬܠܫܡܫܐ
,,,ܘܪܘܪ̈ܒܢܝܟ,ܘܪܘܪ̱̈ܒܢܝܟ
,,,ܠܙܠܝܩ̈ܐ܂ܬܘܒܐܡܪܙܠܠܬܘܢܟܘܡܚܪ,ܠܙܠܝܩ̈ܐ܂ܬܘܒܐܡܪܙܠܠܬܘܢܟܘܡܚܪ
,,,ܗܦܘܟ,ܗܦܘܟܝ
,,,ܠܘܬܝ܂܀ܓ܀ܘܦܩܕ,ܠܘܬܝ܂܀ܓ܀ܘܦܩܕ
,,,ܡܠܟ̇ܐܠܪ̈ܘܪܒܢܘܗܝ,ܡܠܟܐܠܪܘܪ̈ܒܢܘܗܝ
,,,ܕܢܠܒܫܘܢܙܪܓܐܫܥܘܬܐܕܙܚܘܪܝܬܐ܁ܘܐܦܡܠܟܐܠܒܫ,ܕܢܠܒܫܘܢܙܪܓܐܫܥܘܬܐܕܙܚܘܪܝܬܐ܁ܘܐܦܡܠܟܐܠܒܫ
,,,ܗܟ̣ܢܐܘܝܬܒܥܠܟܘܪܣܝܗ܁,ܗܟܢܐܘܝܬܒܥܠܟܘܪܣܝܗ܂
,,,ܘܦܩܕܘܐܬܛܝܒܬܠܘܬܗ܂,ܘܦܩܕܘܐܬܛܝܒܬܠܘܬܗ܂
,,,ܘܐܡ̣ܪ,ܘܐܡܪ
,,,ܠܝ,ܠܝ
,ܐܒܝܩܡܠܡ̇ܢܕܡܐ,,ܐܒܝܩܡܠܡ̇ܢܕܡܐ,ܐܒܝܩܡܠܡ̇ܢܕܡܐ
,ܐ̄ܢܐ,,ܐܢܐ,ܐ̄ܢܐ
,ܐܢܐܘܪ̈ܘܪܒܢܝܠܡܢܘܕܡܝܢ܂ܐܡܪܬܠܗܕܝܢܐܢَܬܠܫܡܫܐܘܪ̈ܘܪܒܢܝܟܠܙܠܝܩܝ̈ܫܡܫܐ܂ܬܘܒܐܡܪܠܝܙܠܠܬܘܢܟܘܡܚܪܬܐܠܘܬܝܘܦܩܕܓܝܪܡܠܟܐܠܪܘܪ̈ܒ̣ܢܘܗܝܕܡܚܪܠܒܫܘܡܐܢܝ̈ܦܬܟܐܐܘܟܡܐ܂ܘܠܒܫܡܠܡܠܟܐܠܒܘܫܐܕܙܚܘܪܝܬܐܘܝܬܒܥܠܟܘܕܣܝܗܘܦܩܕܕܝܢܘܐܬܬܛܝܒܬܠܘܬܗܘܐܡܪܠܝܓܝܪܠܡ̇ܢ,,ܗܫܐ,ܗܫܐ
ܕܡܐܐ̄ܢܐ,ܕܡܐܐ̄ܢܐ,,ܘܪܘܪ̈ܒܢܝ,ܘܪܘܪ̱̈ܒܢܝ
ܘܚܐܪ̈ܝܠܡܢ,ܐ̄ܢܐܘܪ̈ܘܪܒܢܝ,,,
,ܠܡܢܘ,,ܠܡܢܘ,ܠܡܢܘ
ܕܡܝܢ܂ܐܡܪܬܠܗ,ܕܡܝܢ܂ܐܡܪܬܠܗ,,ܕܡܝܢ܂ܐܡܪܬܠܗ,ܕܡܝܢ܂ܐܡܪܬܠܗ
ܐܢ̄ܬ,,,ܐܢ̄ܬ,ܐܢ̄ܬ
ܕܡܐ,ܕܡܐ,,,
ܐܢ̄ܬܠܫܡܫܐ,ܐܢ̄ܬ݁ܠܣܗܪܐ,,,
ܘܪܘܪ̈ܒ̣ܢܝܟ,ܘܪܘܪ̈ܒ̣ܢܝܟ,,,
ܠܨܡܚܘܗܝ܂ܗܝܕܝܢܐܡܪܠܝܙܠܠܕ݂ܘܟܬܟܘܒܨܦܪܐܬܐܬܐܠܘܬܝ܂ܒܬܪܕܢܦܩܬܦܩܕܠܚܐܪ̈ܘܗܝܘܐܡܪܒܨܦܪܐܠܒܫܘܐܘܟܡܐܘܐܦܘܐ̈ܠܐܕܗܝܟ̈ܠܐܥܒܕܡܢܬܟܠܬܐܐܘܟܡܬܐ܂ܘܡܠܟܐܬܘ̣ܒܠܒܫܙܚܘܪܝܬܐܘܝܬܒܥܠܒܝܡ܂ܘܦܩܕܘܐܬܛܝܒܬܩܕܡܘܗܝܗܝܕܝܢܐܡܪܠܝܠܡܢܕܡܢܐܘܚܐܪ̈ܝܠܡܢܕܡܝܢ܆ܐܡܪܬܠܗܐܢ̄ܬܕܡܐܐܢ̄ܬ,,,,
ܠܣܗܪܐ,,,ܠܣܗܪܐ,ܠܣܗܪܐ
ܘܪܘܪ̈ܒܢܝܟ,,,ܘܪܘܪ̈ܒܢܝܟ,ܘܪܘܪ̱̈ܒܢܝܟܠܟܘܟܒ̈ܐ܂
ܕܡܝܢ,ܕܡܝܢ,,ܠܟܘܟ̈ܒܐ܂,
ܠܟܘ̈ܟܒܐ܂ܐܡܪܠܝܙܠܝܘܡܢܠܕܘܟܬܟܘܒܨܦܪܐܬܐܬܐܠܘܬܝ܂ܒܬܪܕܢܦܩܬܦܩܕܠܚܐܪ̈ܘܗܝܕܒܨܦܪܐܢܠܒܫܘܢܓܘ̈ܢܐܡܫܚܠܦ̈ܐܕܬܟܣ̈ܝܬܐ܂ܘܐܦܝ̈ܬܪ̈ܥܐܕܗܝܟ̈ܠܐ,ܠܟܘܟܒ̈ܐܢܗܝܪ̈ܐ܂ܐܡܪܕܝܢܙܠܠܬܘܢܟܘܡܚܪܬܐܠܘܬܝܘܦܩܕܓܝܪܡܠܟܐܠܪܘܪ̈ܒܢܘܗܝܕܡܚܪܠܒܫܘܡܐܢܝ̈ܦܬܟܐܡ̣ܢܟܠܓܘܢܐܘܫܝܘܬܐܘܘܐ̈ܠܝ,,ܐܡܪܠܝܙܠܠܬܘܢܟܘܡܚܪܗܦܘܟ܂܀ܕ܀ܘܦܩܕܕܝܢ,ܐܡܪܠܝܙܠܠܬܘܢܟܘܡܚܪܗܦܘܟ܂܀ܕ܀ܘܦܩܕܕܝܢ
,,,ܠܪܘܪ̈ܒܢܘܗܝܕܢܠܒܫܘܢܠܒܘܫ̈ܐ,ܠܪܘܪ̱̈ܒܢܘܗܝܕܢܠܒܫܘܢܠܒܘ̈ܫܐ
,,,ܕܙܢܝ̈ܢ,ܕܙܢܝ̈ܢ
,,,ܙܢܝ̈ܢ܂,ܙܢܝ̈ܢ܆
,,,ܘܘܐܠܝ̈,ܘܘܐܠܝ̈
,ܗܝܟܠܐ,,ܗܝܟܠܐ,ܗܝܟܠܐ
ܢܗܘܘܢ,ܢܗܘܘܢ,,ܢܗܘ̈ܝܢ,ܢܗ̈ܘܝܢ
ܣܘܡܩܐ܂ܘܡܠܟܐܐܬܟܣܝܦܕܬܐܓܘܢܝܬܐܘܝܬܒܥܠܒܝܡ܂,ܣܘ̈ܡܩܐܡܠܟܐܕܝܢ,,ܣܘܡܩ̈ܬܐ܂ܘܡܠܟܐ,ܣܘܡܩ̈ܬܐ܂ܘܡܠܟܐ
,ܠܒܫ,,ܠܒܫ,ܠܒܫ
ܘܦܩܕܘܐܬܛܝܒܬ,,,,
ܩܕܡܘܗܝܘܐܡܪܠܝܠܡܢܕܡܐܐ̄ܢܐܘܚܐܪ̈ܝܠܡ̣ܢܕܡܝܢ܂ܐܡܪܬܠܗܐܢ̄ܬ,ܠܒܘܫܐܕܦܪܦܝܪܐܘܝܬܒܥܠܟܘܕܣܝܗܘܦܩܕܕܝܢܘܐܥܠܘܢܝܠܘܬܗܘܐܡܪܠܝܐܒܝܩܡ,,ܦܪܦܝܪܐܘܝܬܒܥܠܟܘܪܣܝܗ܂,ܦܪܦܝܪܐܘܝܬܒܥܠܟܘܪܣܝܗ܂
,,,ܘܦܩܕܘܐܬܛܝܒܬ,ܘܦܩܕܘܐܬܛܝܒܬ
,,,ܠܘܬܗ܂ܘܐܡܪܠܝܐܘܐܒܝܩܡ܂,ܠܘܬܗ܂ܘܐܡܪܠܝܐܘܐܒܝܩܡ܂
,ܠܡܢܘ,,ܠܡܢܘ,ܠܡܢܘ
ܕܡܐ,ܕܡܐ,,ܕܡܐ,ܕܡܐ
ܠܢܝܣܢܝܪܚܐܘܪܘܪ̈ܒܢܝܟ,ܐ̄ܢܐ܂,,ܐܢܐ,ܐ̄ܢܐܘܪܘܪ̱̈ܒܢܝܠܡܢܘܕܡܝܢ܂ܐܡܪܬܠܗܕܝܢ
,ܘܪܘܪ̈ܒ̣ܢܝܠܡܢܘ,,ܘܪܘܪ̈ܒ̣ܢܝܠܡܢܘ,
,ܕܡܝܢ,,ܕܡ̈ܝܢ܂,
,ܐܡܪܬܠܗܓܝܪ,,ܐܡܪܬܠܗܓܝܪ,
,ܕܡܐ,,ܕܡܐ,ܕܡܐ
,ܐܢ̄ܬ,,ܐ̄ܢܬ,ܐܢ̄ܬ
,ܠܝܪܚ,,ܠܝܪܚ,ܠܝܪܚ
,ܢܝܣܢܘܪ܏ܘܪ̈ܘܪ̈ܘܕܒܢܙܝ,,ܢܝܣܢ܂,ܢܝܣܢ܂
ܕܡܝܢܠܗܒܒܘ̈ܗܝ,ܕܡܝܢܠܗܒܒܘ̈ܗܝ,,ܘܪܘܪ̈ܒ̣ܢܝܟ,ܘܪܘܪ̱̈ܒܢܝܟ
ܘܫܘܫܢ̈ܐܕܝܠܗ܂,ܘܦܩܚܝ̈ܗܘܢ܂,,ܠܗܒܒܘ̈ܗܝ܂܀ܗ܀ܟܕ,ܠܗܒܒܘ̈ܗܝ܂܀ܗ܀ܟܕ
ܘܟܕ,ܘܟܕ,,,
ܫܡܥ,ܫܡܥ,,ܫܡܥ,ܫܡܥ
,ܕܝܢܡܠܟܐ,,ܕܝܢܡܠܟܐ,ܕܝܢܡܠܟܐ
ܗܠܝܢܚܕܝ,ܗܠܝܢܚܕܝ,,ܪܘܙܒܚܕܘܬܐܘܐܡܪ,ܪܘܙܒܚܕܘܬܐܘܐܡܪ
ܛܒܘܐܡܪܐܘܐܒܝܩܐܡ,ܚܕ݂ܘܬܐܪܒܬܐܘܐܡܪܠܝܐܘܐܒܝܩܡܕܡܝܬܢܝ܂ܠܒܝܠܨܠܡܐܘܪܘܪ̈ܒܢܝܠܡܫܡܫܢܘ̈ܗܝܘܙܒܢ̄ܬܐܕܝܢܬܪܝܢܝܬܐ,,ܠܝ܂ܐܘܐܒܝܩܡ,ܠܝ܇ܐܘܐܒܝܩܡܙܒܢܬܐ
ܙܒܢ̄ܬܐ,,,ܙܒܢ̄ܬܐ,ܙܒܢ̄ܬܐ
ܩܕܡܝܬܐ,,,ܗܕܐܐܡܪܐ̄ܢܐܠܟ܂ܐܢܗܘܕܡܣܬܟܠܐܢ̄ܬܟܠܡܐܕܦܚܡܬܢܝ܂,ܗܕܐܐܡܪܐ̄ܢܐܠܟ܂ܐܢܗܘܕܡܣܬܟܠܐܢ̄ܬܟܠܡܐܕܦܚܡܬܢܝ܂
ܕܡܝܬܢܝ,ܕܡܝܬܢܝ,,,
ܠܒܝܠ܂ܘܚܐܪ̈ܝܠܡܫܡ̈ܫܢܘܗܝ܂ܘܕܬܪܬܝܢ,,,,
ܒܫܡܫܐܘܪܘܪ̈ܒܢܝ,ܒܫܡܫܐܘܪܘܪ̈ܒܢܝ,,,
ܒܨܡܚܘ̈ܗܝ܂ܘܕܬܠܬ,ܒܙܠܝܩܘ̈ܗܝܘܙܒܢܬܐܬܠܝܬܝܬܐ,,,
ܒܣܗܪܐ,ܒܣܗܪܐ,,,
ܘܚܐܪ̈ܝܒܟܘܟܒܘ̈ܗܝ܂ܘܕܪܒܥ,ܘܕܚܫܝ̈ܒܟܘܟܒ̈ܐܘܙܒܢ̄ܬܐܪܒܝܥܝܬܐܕܡܝܬܢܝ,,,
ܒܢܝܣܢ,ܒܢܝܣܢ,,,
ܝܪܚܐܘܪܘܪ̈ܒܢܝ,ܘܕܚܫܝ̈,,,
ܒܗܒܒܘ̈ܗܝ܂,ܒܗܒܒܘ̈ܗܝ܂,,,
,ܘܦܩܚܘ̈ܗܝ܂,,,
ܒܪܡ,ܒܪܡ,,,
,ܕܝܢ,,,
ܐܡܪܠܝܣܢܚܪܝܒ,ܐܡܪܠܝܣܢܚܪܝܒ,,,
ܡܪܟ,ܡܪܟ,,ܡܪܟ,ܡܪܟ
ܠܡ̣̇ܢ,ܠܡܢܘ,,ܡܠܟܐܣܪܚܕܘܡܠܡܢܘܕܡ̇ܐ܂ܘܪܘܪ̈ܒܢܘܗܝܠܡ̇ܢܕܡܝܢ܂ܗܝܕܝܢܐܡܪܬ,ܡܠܟܐܣܪܚܕܘܡܠܡܢܘܕܡ̇ܐ܂ܘܪܘܪ̈ܒܢܘܗܝܠܡ̇ܢܕܡܝܢ܂ܗܝܕܝܢܐܡܪܬ
ܕܡܐ,ܕܡܐ,,ܠܗ܂,ܠܗ܇
ܘܚܐܪ̈ܘܗܝܠܡܢ,ܘܪܘܪ̈ܒܢܘܗܝܠܡܢܘ,,,
ܕܡܝܢ܂ܗܝܕܝܢ,ܕܡܝܢ܂ܗܝܕܝܢ,,,
ܩܥܝܬܘܐܡܪܬ,ܗܟܝܠܩܥܝܬܘܐܡܪܬܠܗ,,,
ܚܣܠܝ,ܚܣܠܝ,,ܚܣܠܝ,ܚܣܠܝ
ܕܐܬܕܟܪ,ܕܐܥܗܕ,,ܕܐܥܗܕ,ܕܐܥܗܕ
ܫܡܡܪܝ,ܫܡܡܪܝ,,ܫܡܐܕܡܪܝ,ܫܡܐܕܡܪܝ
ܡܠܟܐ,ܡܠܟܐ,,ܡܠܟܐ,ܡܠܟܐ
ܟܕ,ܘܐܢ̄ܬ,,ܘܐܢ̄ܬ̇,ܘܐܢ̄ܬ
,ܝܬܒ,,ܕܝܢ,ܕܝܢ
ܝܬܝܒ,,,ܝܬܝܒ,ܝܬܝܒ
ܐܢ̄ܬܥܠܒܝܡ܂,ܥܠ,,ܥܠ,ܥܠ
,ܟܘܪܣܝܟ܂,,ܟܘܪܣܝ̈ܟ܂,ܟܘܪܣܝܟ܂
ܐܠܐ,ܐܠܐ,,ܒܪܡ,ܒܪܡ
ܩܘܡ,ܩܘܡ,,,
ܥܠ,ܥܠ,,ܥܠ,ܥܠ
ܪ̈ܓܠܝܟ,ܪ̈ܓܠܝܟ܂,,ܪ̈ܓܠܝܟ,ܪ̈ܓܠܝܟ
,,,,ܩܘܡ
ܘܐܢܐܐܡܪܠܟܠܡܢ,,,ܩܘܡ,
,ܘܐܡܪܢܐ,,ܘܐܡܪܢܐ,ܘܐܡܪܐ̄ܢܐ
,ܠܟܠܡܢܘ,,ܠܟܠܡܢ̣ܘ,ܠܟܠܡܢ̣ܘ
ܕܡܐܡܪܝ,ܕܡܐܡܪܝ,,ܕܡܐܡܪܝ,ܕܡܐܡܪܝ
ܡܠܟܐ܂ܗܝܕܝܢ,ܡܠܟܐ܂ܗܝܕܝܢ,,ܡܠܟܐ,ܡܠܟܐ
,ܓܝܪ,,ܕܐܬܘܪ܁,ܕܐܬܘܪ܂
ܩܡܡܠܟܐܡ̣ܢ,ܩܡܡܠܟܐܡ̣ܢ,,ܗܝܕܝܢܦܪܥܘܢܩܡܡ̣ܢܟܘܪܣܝܗ܂,ܗܝܕܝܢܦܪܥܘܢܩܡܡ̣ܢܟܘܪܣܝܗ܂
ܒܝܡܥܠܪ̈ܓܠܘܗܝ܂ܘܐܡܪܬܠܗܡܪܝܡܠܟܐ,ܟܘܪܣܝܗ,,,
,ܘܟܢ,,ܘܟܢ,ܘܟܢ
,ܐܡܪܬܠܗܡܪܝܣܢܚܪܝܒ,,ܐܡܪܬ,ܐܡܪܬ
,,,ܠܗ܂,ܠܗ܇
,,,ܡܪܝܣܪܚܕܘܡ,ܡܪܝܣܪܚܕܘܡ
ܕܡܐܠܫܘܠܛܢܐ,ܕܡܐܠܫܘܠܛܢܐ,,ܕܡܐܠܫܘܠܛܢܐ,ܕܡܐܠܫܘܠܛܢܐ
ܕܪܘܚܐ܂,ܕܪܘܚܐ,,ܕܪܘܚܐ܂,ܕܪܘܚܐ܂
ܘܚܐܪ̈ܘܗܝܠܒܪ̈ܩܐܘܠܕ̈ܥܡܐ܂ܐܢ,ܘܪܘܪ̈ܒܢܘܗܝ,,ܘܪܘܪ̈ܒܢܘܗܝ,ܘܪܘܪ̈ܒܢܘܗܝ
,ܠܒܪܩܐ܂ܘܟܕ,,ܠܒܪ̈ܩܐ܂ܟܕ,ܠܒܪ̈ܩܐ܂ܟܕ
,ܕܝܢ,,ܕܝܢ,ܕܝܢ
ܨܒܐ,ܨܒܐ,,ܨܒܐ,ܨܒܐ
ܕܢܡܚܘܢ,ܢܫ̈ܒܢ,,ܢܫܒܐܪܘܚܐ,ܢܫܒܐܪܘܚܐ
ܪ̈ܘܚܐ,ܪ̈ܘܚܐ,,,
